Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Education_Group,Total_Children,Total_Campaign_Accepted,Customer_Tenure_Days,Total_Purchases,Total_Spending,Spending_Per_Purchase
Partnered,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,1,69,Postgraduate,0,3,599,17,729,40.5
Single,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,76,Graduate,0,1,345,6,50,7.142857142857143
Partnered,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,48,Graduate,2,0,243,15,270,16.875
Single,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,65,Graduate,1,0,450,9,177,17.7
Single,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,64,Postgraduate,0,1,525,13,315,22.5
Partnered,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,72,Postgraduate,1,0,1,23,767,31.958333333333332
Divorced,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,61,Undergraduate,1,0,614,26,1071,39.666666666666664
Partnered,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,53,Graduate,0,0,484,24,1580,63.2
Partnered,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,58,Graduate,1,0,197,10,60,5.454545454545454
Partnered,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,56,Postgraduate,1,0,198,21,573,26.045454545454547
Widow,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,70,Graduate,2,0,460,5,41,6.833333333333333
Partnered,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,75,Graduate,2,0,526,10,170,15.454545454545455
Single,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,82,Postgraduate,0,0,236,28,1167,40.241379310344826
Partnered,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,1,68,Graduate,0,3,449,25,1526,58.69230769230769
Partnered,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,50,Postgraduate,2,0,237,21,458,20.818181818181817
Partnered,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,55,Postgraduate,1,0,98,6,63,9.0
Partnered,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,69,Graduate,1,0,251,17,405,22.5
Partnered,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,54,Graduate,2,1,464,20,1027,48.904761904761905
Single,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,54,Graduate,1,0,449,22,1478,64.26086956521739
Partnered,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,45,Graduate,0,0,256,5,72,12.0
Single,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,1,54,Graduate,1,0,435,7,48,6.0
Single,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,51,Graduate,0,0,29,16,726,42.705882352941174
Partnered,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,71,Postgraduate,1,0,510,27,860,30.714285714285715
Partnered,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,40,Postgraduate,0,0,218,22,1497,65.08695652173913
Partnered,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,56,Postgraduate,1,0,48,18,495,26.05263157894737
Partnered,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,50,Graduate,2,0,109,4,20,4.0
Single,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,72,Graduate,0,0,582,19,570,28.5
Partnered,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,54,Graduate,1,0,92,21,769,34.95454545454545
Partnered,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,48,Undergraduate,1,0,301,7,55,6.875
Single,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,1,46,Postgraduate,0,2,420,18,1808,95.15789473684211
Partnered,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,54,Graduate,1,0,325,7,55,6.875
Single,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,1,65,Graduate,0,1,14,18,577,30.36842105263158
Partnered,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,63,Graduate,0,0,437,8,162,18.0
Partnered,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,1,67,Graduate,1,4,403,20,1957,93.19047619047619
Divorced,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,67,Undergraduate,1,0,439,24,1576,63.04
Partnered,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,72,Graduate,3,2,418,17,1616,89.77777777777777
Divorced,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,64,Graduate,3,0,533,6,36,5.142857142857143
Widow,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,68,Postgraduate,1,0,414,22,1482,64.43478260869566
Partnered,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,42,Graduate,1,0,120,5,22,3.6666666666666665
Divorced,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,50,Postgraduate,2,0,219,6,63,9.0
Single,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,34,Graduate,0,0,657,18,680,35.78947368421053
Partnered,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,59,Postgraduate,2,0,420,20,542,25.80952380952381
Partnered,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,46,Undergraduate,1,0,270,7,50,6.25
Partnered,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,59,Graduate,2,0,500,6,39,5.571428571428571
Partnered,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,70,Graduate,1,0,457,28,1043,35.96551724137931
Single,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,54,Postgraduate,1,0,430,14,385,25.666666666666668
Divorced,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,46,Graduate,0,0,644,27,1633,58.32142857142857
Single,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,46,Undergraduate,1,0,362,5,46,7.666666666666667
Single,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,49,Graduate,1,1,100,20,761,36.23809523809524
Partnered,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,76,Graduate,2,0,328,9,76,7.6
Partnered,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,52,Graduate,1,0,577,14,290,19.333333333333332
Single,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,38,Graduate,1,0,48,11,89,7.416666666666667
Partnered,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,45,Graduate,1,0,596,11,70,5.833333333333333
Partnered,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,66,Undergraduate,0,0,337,17,1066,59.22222222222222
Partnered,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,56,Graduate,0,3,167,19,2009,100.45
Single,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,35,Undergraduate,0,0,638,19,1345,67.25
Single,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,70,Postgraduate,1,0,552,23,764,31.833333333333332
Single,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,63,Graduate,1,0,249,11,195,16.25
Partnered,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,46,Graduate,2,0,415,11,53,4.416666666666667
Single,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,52,Graduate,1,0,381,13,368,26.285714285714285
Partnered,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,72,Postgraduate,1,0,169,20,544,25.904761904761905
Partnered,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,69,Undergraduate,0,2,600,25,1853,71.26923076923077
Partnered,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,60,Postgraduate,2,1,34,6,35,5.0
Partnered,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,1,52,Postgraduate,1,2,104,18,446,23.473684210526315
Single,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,47,Graduate,1,0,454,31,1180,36.875
Partnered,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,53,Postgraduate,1,0,117,5,41,6.833333333333333
Partnered,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,41,Graduate,2,0,495,22,727,31.608695652173914
Partnered,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,60,Graduate,2,0,633,6,40,5.714285714285714
Partnered,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,37,Undergraduate,0,1,420,26,1062,39.333333333333336
Partnered,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,57,Graduate,1,0,154,7,40,5.0
Partnered,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,57,Postgraduate,2,0,134,17,292,16.22222222222222
Partnered,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,39,Graduate,0,0,536,4,15,3.0
Partnered,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,37,Undergraduate,1,0,633,17,341,18.944444444444443
Single,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,51,Undergraduate,1,0,194,13,369,26.357142857142858
Partnered,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,53,Postgraduate,1,0,383,17,401,22.27777777777778
Single,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,60,Postgraduate,1,0,460,17,393,21.833333333333332
Single,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,40,Postgraduate,2,0,278,4,10,2.0
Partnered,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,48,Graduate,1,0,419,16,486,28.58823529411765
Partnered,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,47,Graduate,1,0,620,7,69,8.625
Partnered,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,43,Postgraduate,0,2,274,17,1727,95.94444444444444
Single,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,67,Graduate,1,1,174,16,995,58.529411764705884
Partnered,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,50,Graduate,1,0,18,10,45,4.090909090909091
Single,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,45,Undergraduate,2,0,86,12,182,14.0
Partnered,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,48,Postgraduate,1,0,266,23,989,41.208333333333336
Partnered,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,73,Graduate,0,3,285,18,1677,88.26315789473684
Divorced,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,55,Postgraduate,2,0,364,23,595,24.791666666666668
Partnered,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,43,Graduate,1,0,500,9,156,15.6
Single,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,70,Postgraduate,0,0,85,28,1226,42.275862068965516
Partnered,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,48,Undergraduate,1,0,528,11,128,10.666666666666666
Single,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,54,Graduate,1,1,139,9,86,8.6
Partnered,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,51,Graduate,1,0,621,7,68,8.5
Divorced,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,51,Graduate,2,0,341,4,16,3.2
Partnered,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,45,Undergraduate,2,0,10,7,55,6.875
Single,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,1,54,Postgraduate,0,0,655,22,2114,91.91304347826087
Partnered,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,56,Postgraduate,0,0,362,19,2018,100.9
Single,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,73,Postgraduate,3,0,580,15,263,16.4375
Partnered,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,67,Graduate,2,0,200,7,55,6.875
Partnered,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,64,Graduate,2,0,454,24,564,22.56
Single,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,48,Postgraduate,0,0,195,20,1281,61.0
Partnered,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,53,Graduate,1,1,505,7,83,10.375
Widow,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,61,Postgraduate,2,0,659,18,353,18.57894736842105
Partnered,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,43,Graduate,0,0,166,25,1003,38.57692307692308
Single,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,35,Undergraduate,1,0,60,4,14,2.8
Divorced,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,83,Postgraduate,0,1,513,24,902,36.08
Single,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,54,Postgraduate,1,0,564,25,1139,43.80769230769231
Partnered,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,1,70,Graduate,1,0,326,20,797,37.95238095238095
Divorced,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,68,Graduate,1,0,157,25,1638,63.0
Partnered,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,52,Postgraduate,1,0,322,17,401,22.27777777777778
Divorced,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,40,Graduate,1,0,250,11,84,7.0
Partnered,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,68,Graduate,0,0,508,18,928,48.8421052631579
Divorced,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,56,Graduate,1,0,317,11,203,16.916666666666668
Partnered,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,59,Graduate,0,0,350,16,858,50.470588235294116
Partnered,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,53,Graduate,0,0,207,13,409,29.214285714285715
Partnered,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,57,Graduate,3,0,462,16,282,16.58823529411765
Single,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,49,Graduate,0,0,81,18,1423,74.89473684210526
Single,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,1,65,Graduate,0,1,220,18,1449,76.26315789473684
Widow,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,55,Graduate,1,0,209,4,28,5.6
Partnered,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,52,Graduate,1,0,176,6,67,9.571428571428571
Partnered,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,40,Postgraduate,0,0,111,10,199,18.09090909090909
Single,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,60,Postgraduate,0,0,365,22,1453,63.17391304347826
Partnered,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,34,Graduate,0,0,234,19,1253,62.65
Widow,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,1,63,Postgraduate,1,0,520,31,1198,37.4375
Partnered,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,1,54,Postgraduate,1,0,350,10,178,16.181818181818183
Single,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,1,32,Graduate,0,1,573,18,1990,104.73684210526316
Partnered,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,72,Graduate,0,0,414,14,976,65.06666666666666
Partnered,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,66,Postgraduate,0,0,185,15,1001,62.5625
Partnered,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,1,44,Postgraduate,0,2,326,20,1919,91.38095238095238
Single,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,72,Undergraduate,1,0,224,14,350,23.333333333333332
Single,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,72,Postgraduate,0,1,407,25,1650,63.46153846153846
Partnered,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,71,Postgraduate,2,2,77,5,46,7.666666666666667
Single,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,33,Graduate,0,0,438,19,1228,61.4
Single,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,1,57,Postgraduate,1,0,521,7,95,11.875
Partnered,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,78,Postgraduate,2,0,56,9,62,6.2
Partnered,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,40,Graduate,1,1,42,26,1761,65.22222222222223
Partnered,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,47,Postgraduate,0,0,667,16,467,27.470588235294116
Partnered,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,48,Graduate,0,1,139,19,1149,57.45
Single,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,44,Undergraduate,0,1,181,19,2052,102.6
Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,33,Graduate,0,0,56,16,1127,66.29411764705883
Partnered,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,50,Postgraduate,1,0,224,21,1416,64.36363636363636
Partnered,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,52,Postgraduate,0,0,82,20,1113,53.0
Single,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,37,Graduate,1,0,139,7,125,15.625
Single,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,75,Postgraduate,1,1,686,25,966,37.15384615384615
Partnered,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,37,Undergraduate,1,0,554,5,32,5.333333333333333
Single,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,74,Graduate,0,0,38,19,833,41.65
Partnered,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,55,Postgraduate,1,0,35,8,46,5.111111111111111
Partnered,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,55,Graduate,0,0,248,17,960,53.333333333333336
Partnered,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,56,Postgraduate,1,1,403,30,1829,59.0
Single,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,55,Graduate,1,0,350,26,779,28.85185185185185
Divorced,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,51,Postgraduate,1,0,324,23,811,33.791666666666664
Single,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,74,Undergraduate,2,0,384,22,1120,48.69565217391305
Partnered,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,64,Postgraduate,1,0,344,20,725,34.523809523809526
Divorced,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,1,43,Graduate,0,1,397,12,1187,91.3076923076923
Partnered,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,1,73,Graduate,0,3,482,18,2302,121.15789473684211
Single,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,40,Undergraduate,0,0,554,9,66,6.6
Partnered,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,39,Postgraduate,0,2,636,19,1250,62.5
Partnered,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,44,Undergraduate,1,0,133,20,683,32.523809523809526
Divorced,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,47,Graduate,2,0,272,13,305,21.785714285714285
Partnered,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,49,Graduate,1,0,205,6,50,7.142857142857143
Divorced,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,51,Undergraduate,1,0,636,16,995,58.529411764705884
Partnered,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,47,Postgraduate,1,0,50,6,41,5.857142857142857
Partnered,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,50,Postgraduate,2,1,52,9,77,7.7
Divorced,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,1,53,Postgraduate,2,0,516,12,171,13.153846153846153
Single,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,55,Postgraduate,2,0,414,7,131,16.375
Partnered,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,50,Postgraduate,2,0,49,5,54,9.0
Partnered,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,50,Postgraduate,2,0,504,12,53,4.076923076923077
Partnered,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,1,61,Graduate,1,0,575,16,475,27.941176470588236
Single,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,74,Graduate,1,0,681,22,694,30.17391304347826
Partnered,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,53,Graduate,2,0,53,8,96,10.666666666666666
Divorced,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,69,Postgraduate,1,0,428,16,361,21.235294117647058
Divorced,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,59,Graduate,1,0,646,26,1079,39.96296296296296
Single,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,64,Postgraduate,1,0,53,20,578,27.523809523809526
Partnered,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,1,57,Postgraduate,1,0,546,7,64,8.0
Partnered,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,51,Postgraduate,1,0,258,13,149,10.642857142857142
Partnered,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,46,Graduate,2,0,4,17,231,12.833333333333334
Partnered,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,67,Graduate,1,0,290,21,728,33.09090909090909
Partnered,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,1,53,Graduate,0,2,314,23,1778,74.08333333333333
Partnered,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,53,Graduate,1,0,625,10,93,8.454545454545455
Partnered,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,1,52,Postgraduate,1,0,442,4,23,4.6
Partnered,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,46,Graduate,1,0,624,24,662,26.48
Partnered,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,38,Graduate,0,0,147,18,1198,63.05263157894737
Partnered,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,58,Postgraduate,3,0,528,11,81,6.75
Partnered,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,38,Undergraduate,1,0,594,10,92,8.363636363636363
Divorced,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,67,Undergraduate,1,0,224,18,491,25.842105263157894
Partnered,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,55,Postgraduate,0,0,623,24,1564,62.56
Partnered,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,64,Graduate,0,0,146,24,926,37.04
Partnered,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,67,Postgraduate,0,1,697,19,1910,95.5
Partnered,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,61,Postgraduate,3,0,261,21,411,18.681818181818183
Partnered,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,74,Graduate,2,0,177,9,94,9.4
Partnered,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,72,Graduate,1,1,290,28,1085,37.41379310344828
Widow,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,66,Undergraduate,2,0,352,4,23,4.6
Divorced,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,61,Graduate,0,0,7,0,6,6.0
Divorced,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,47,Postgraduate,1,0,326,6,54,7.714285714285714
Divorced,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,48,Graduate,1,0,258,29,1150,38.333333333333336
Partnered,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,1,76,Graduate,0,2,318,23,1415,58.958333333333336
Partnered,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,52,Postgraduate,1,0,312,16,405,23.823529411764707
Partnered,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,48,Postgraduate,0,0,216,19,1908,95.4
Partnered,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,1,57,Graduate,0,3,247,26,2486,92.07407407407408
Single,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,50,Undergraduate,0,0,413,27,1315,46.964285714285715
Widow,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,70,Postgraduate,2,0,0,7,45,5.625
Divorced,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,1,72,Graduate,0,4,100,17,1789,99.38888888888889
Partnered,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,54,Undergraduate,1,0,577,4,19,3.8
Partnered,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,45,Postgraduate,1,1,667,22,573,24.91304347826087
Single,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,37,Graduate,1,0,131,24,805,32.2
Divorced,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,72,Graduate,2,0,7,8,108,12.0
Single,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,31,Graduate,0,0,95,4,23,4.6
Partnered,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,48,Graduate,0,1,232,23,1493,62.208333333333336
Partnered,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,69,Graduate,2,0,124,9,89,8.9
Partnered,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,53,Graduate,1,1,320,25,936,36.0
Divorced,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,70,Graduate,1,0,238,16,343,20.176470588235293
Widow,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,1,70,Postgraduate,1,2,657,20,528,25.142857142857142
Single,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,1,39,Postgraduate,0,2,263,12,1901,146.23076923076923
Partnered,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,1,45,Undergraduate,2,2,459,22,724,31.47826086956522
Partnered,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,39,Graduate,1,0,501,7,58,7.25
Partnered,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,72,Postgraduate,1,0,408,16,297,17.470588235294116
Single,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,1,72,Graduate,1,1,512,21,488,22.181818181818183
Partnered,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,73,Postgraduate,1,0,601,23,859,35.791666666666664
Partnered,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,74,Graduate,0,1,413,20,1574,74.95238095238095
Partnered,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,58,Graduate,2,1,154,10,69,6.2727272727272725
Single,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,63,Postgraduate,2,0,415,4,17,3.4
Partnered,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,47,Graduate,1,3,673,21,2194,99.72727272727273
Partnered,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,50,Postgraduate,1,0,169,8,116,12.88888888888889
Single,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,48,Graduate,1,0,479,18,279,14.68421052631579
Partnered,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,58,Postgraduate,1,0,657,7,103,12.875
Partnered,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,55,Postgraduate,2,0,72,9,44,4.4
Partnered,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,75,Postgraduate,0,0,71,15,406,25.375
Partnered,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,61,Undergraduate,0,1,83,20,1363,64.9047619047619
Partnered,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,57,Graduate,0,0,397,11,236,19.666666666666668
Partnered,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,53,Graduate,1,0,542,5,39,6.5
Single,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,50,Graduate,0,0,494,8,137,15.222222222222221
